"MIBiG entry","Compound name","Class","Order","Enzyme","Module","Nonlinearity","Substrate","Product","Product_ID","Quality","DOI","R_group"
"BGC0001856","","",21,"scaP7",20,"","1856-20;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@H](/C=C/C(O)=O)C)C)=O","1856-21","","",""
"BGC0001856","","",22,"scaP7","TE","","1856-21","O[C@H](CCC[C@@H](/C=C/[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O)CC)C)O)C)O)C)O1)O)CCC[C@H](O)C[C@H]2O[C@](C[C@@H]([R])[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C1=O)(O)C[C@@H](O)C2","1856-22","","","R=OH/H"
"BGC0001856","Caniferolide A","",23,"?","","","1856-22;?","O[C@H](CCC[C@@H]([C@H](O1)[C@@H]1[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3CC[C@H](OC([C@@H]([C@@H](C4=CC=C(C(C(C)=CC5=O)=O)C5=C4)O)C)=O)[C@@H](C)O3)[C@](C)(O)C2)CC)C)O)C)O)C)O6)O)C[C@@H](O)C[C@H](O)C[C@H]7O[C@](C([C@@H](O)[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C6=O)=O)(O)[C@H](O)[C@@H](OS(O)(=O)=O)C7","1856(1)","","",""
"BGC0001856","Caniferolide B","",24,"?","","","1856-22;?","O[C@H](CCC[C@@H]([C@H](O1)[C@@H]1[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3CC[C@H](OC([C@@H]([C@@H](C4=CC=C(C(C(C)=CC5=O)=O)C5=C4)O)C)=O)[C@@H](C)O3)[C@](C)(O)C2)CC)C)O)C)O)C)O6)O)C[C@@H](O)C[C@H](O)C[C@H]7O[C@](C([C@@H](O)[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C6=O)=O)(O)[C@H](O)[C@@H](O)C7","1856(2)","","",""
"BGC0001856","Caniferolide C","",25,"?","","","1856-22;?","O[C@H](CCC[C@@H]([C@H](O1)[C@@H]1[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3CC[C@H](OC([C@@H]([C@@H](C4=CC=C(C(C(C)=CC5=O)=O)C5=C4)O)C)=O)[C@@H](C)O3)[C@](C)(O)C2)CC)C)O)C)O)C)O6)O)C[C@@H](O)C[C@H](O)C[C@H]7O[C@](C([C@@H](O)[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C6=O)=O)(O)C([H])[C@@H](O)C7","1856(3)","","",""
"BGC0001856","Caniferolide D","",26,"?","","","1856-22;?","O[C@H](CCC[C@@H]([C@H](O1)[C@@H]1[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3CC[C@H](OC([C@@H]([C@@H](C4=CC=C(C(C(C)=CC5=O)=O)C5=C4)O)C)=O)[C@@H](C)O3)[C@](C)(O)C2)CC)C)O)C)O)C)O6)O)C[C@@H](O)C[C@H](O)C[C@H]7O[C@](C(C([H])[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C6=O)=O)(O)[C@H](O)[C@@H](OS(O)(=O)=O)C7","1856(4)","","",""
"BGC0001877","Cyphomycin","PKS (Unknown)",1,"FS847_02035",0,"","Methylmalonyl-CoA","O=C(CC)O","1877-1","","10.3390/biology11111676;10.1039/C8OB03115K",""
"BGC0001877","","",2,"FS847_02035",1,"","1877-1;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)C(O)=O","1877-2","","",""
"BGC0001877","","",3,"FS847_02035",2,"","1877-2;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)C(O)=O","1877-3","","",""
"BGC0001877","","",4,"FS847_02030",3,"","1877-3;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)C(O)=O","1877-4","","",""
"BGC0001877","","",5,"FS847_02030",4,"","1877-4;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C(O)=O","1877-5","","",""
"BGC0001877","","",6,"FS847_02030",5,"","1877-5;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C(O)=O","1877-6","","",""
"BGC0001877","","",7,"FS847_01995",6,"{'Inactive': ['DH']}","1877-6;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CC(O)=O","1877-7","","",""
"BGC0001877","","",8,"FS847_01995",7,"","1877-7;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCCC(O)=O","1877-8","","",""
"BGC0001877","","",9,"FS847_01990",8,"","1877-8;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CC(O)=O","1877-9","","",""
"BGC0001877","","",10,"FS847_01990",9,"","1877-9;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCCC(O)=O","1877-10","","",""
"BGC0001877","","",11,"FS847_01990",10,"","1877-10;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)CC(O)=O","1877-11","","",""
"BGC0001877","","",12,"?",11,"","1877-11;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)CC(O)=O","1877-12","","",""
"BGC0001877","","",13,"?",12,"","1877-12;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(O)=O","1877-13","","",""
"BGC0001877","","",14,"?",13,"{'Inactive': ['DH']}","1877-13;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(CC(O)=O)=O","1877-14","","",""
"BGC0001877","","",15,"FS847_01965",14,"","1877-14;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](C(O)=O)C)=O","1877-15","","",""
"BGC0001877","","",16,"FS847_01965",15,"","1877-15;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CCC(O)=O)C)=O","1877-16","","",""
"BGC0001877","","",17,"FS847_01960",16,"","1877-16;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CC(O)=O)C)=O","1877-17","","",""
"BGC0001877","","",18,"FS847_01960",17,"","1877-17;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCCC(O)=O)C)=O","1877-18","","",""
"BGC0001877","","",19,"FS847_01960",18,"","1877-18;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCC[C@@H](O)CC(O)=O)C)=O","1877-19","","",""
"BGC0001877","","",20,"FS847_01955",19,"","1877-19;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@H](C(O)=O)C)C)=O","1877-20","","",""
"BGC0001877","","",21,"FS847_01955",20,"","1877-20;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@H](/C=C/C(O)=O)C)C)=O","1877-21","","",""
"BGC0001877","","",22,"FS847_01955","TE","","1877-21","O[C@H](CCC[C@@H](/C=C/[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O)CC)C)O)C)O)C)O1)O)CCC[C@H](O)C[C@H]2O[C@](C[C@@H]([R])[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C1=O)(O)C[C@@H](O)C2","1877-22","","",""
"BGC0001877","","",23,"?","","","1877-22;?","O[C@H](CCC[C@@H](/C=C/[C@H](C)[C@@H]([C@H]([C@H]([C@@H]([C@H]([C@H]([C@@H](O[C@@H]1O[C@@H](C)[C@@H](O[C@H]2CC[C@H](OC([C@@H]([C@@H](C3=CC=C(C(C(C)=CC4=O)=O)C4=C3)O)C)=O)[C@@H](C)O2)[C@](C)(O)C1)CC)C)O)C)O)C)O5)O)C[C@@H](O)C[C@H](O)C[C@H]6O[C@](C([C@@H](O)[C@H](C)CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@@H](C)/C=C/C5=O)=O)(O)C[C@@H](O)C6","1877","","",""
"BGC0001885","Oxazolepoxidomycin A","NRPS (Type I);PKS (Unknown)",1,"ozeD",1,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","","O=C(O)CNC([H])=O","1885-1","","10.1039/D0RA08396H;10.1038/s41589-018-0187-0",""
"BGC0001885","","",2,"ozeF",2,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-1","O=C(CC(O)=O)CNC([H])=O","1885-2","","",""
"BGC0001885","","",3,"ozeA",3,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1'], 'Missing':['KR']}","1885-2","OC(C/C=C/C1=CN=CO1)=O","1885-3","","",""
"BGC0001885","","",4,"ozeB",4,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1'], 'Missing':['DH']}","1885-3","OC(C/C=C/C=C/C1=CN=CO1)=O","1885-4","","",""
"BGC0001885","","",5,"ozeC",5,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-4","OC(C/C=C/C=C/C=C/C1=CN=CO1)=O","1885-5","","",""
"BGC0001885","","",6,"ozeC",6,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-5","O=C(O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-6","","",""
"BGC0001885","","",7,"ozeG",7,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-6","O[C@@H](C(C)(C)C(O)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-7","","",""
"BGC0001885","","",8,"ozeG",8,"","1885-7;Glycine","O[C@@H](C(C)(C)C(NCC(O)=O)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-8","","",""
"BGC0001885","","",9,"ozeG",9,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1', 'DH']}","1885-8","O[C@@H](C(C)(C)C(NCC(O)CC(O)=O)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-9","","",""
"BGC0001885","","",10,"ozeG","10;11","{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-9","O[C@@H](C(C)(C)C(NCC(O)/C=C/C(C)(C)C(O)=O)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-10","","",""
"BGC0001885","","",11,"ozeG;ozeH;ozeM","12;13","{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-10","O[C@@H](C(C)(C)C(NCC(O)/C=C/C(C)(C)CC(C(O)=O)C)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-11","","",""
"BGC0001885","","",12,"ozeH",14,"{'transAT': ['ozeJ', 'Malonyl-CoA'], 'Inactive'; ['AT1']}","1885-11","O[C@@H](C(C)(C)C(NCC(O)/C=C/C(C)(C)CC(C([C@H](C(O)=O)C)=O)C)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-12","","",""
"BGC0001885","","",13,"ozeI",15,"","1885-12;Serine","O[C@@H](C(C)(C)C(NCC(O)/C=C/C(C)(C)CC(C([C@H](C(N(C(C(O)=O)CO)C)=O)C)=O)C)=O)/C(C)=C/C/C=C/C=C/C=C/C1=CN=CO1","1885-13","","",""
"BGC0001885","","",14,"?","","","1885-13","O=C(NCC(C1C(C(CC(C2(O)C(C)(C)C(N(C)[C@]23C(OC3)=O)=O)C)O)O1)O)C(C)(C(O)/C(C)=C\C/C=C/C=C/C=C/C4=CN=CO4)C","1885","","",""
"BGC0001918","JBIR-06","NRPS (Type I);PKS (Unknown)",1,"smlF;smlG",0,"","3-formamidosalicylate","OC(C1=CC=CC(NC([H])=O)=C1O)=O","1918-1","","10.1038/s41467-018-05877-z",""
"BGC0001918","","",2,"smlB",1,"","1918-1;L-Threonine","O=C(C1=CC=CC(NC([H])=O)=C1O)N[C@H](C(O)=O)[C@@H](C)O","1918-2","","",""
"BGC0001918","","",3,"smlB",2,"","1918-2;Isoleucic acid","O[C@H](C)[C@@H](C(O[C@H](C(O)=O)[C@@H](CC)C)=O)NC(C1=CC=CC(NC([H])=O)=C1O)=O","1918-3","","",""
"BGC0001918","","",4,"smlB",3,"","1918-3;Leucic acid","O[C@H](C)[C@@H](C(O[C@H](C(O[C@H](C(O)=O)CC(C)C)=O)[C@@H](CC)C)=O)NC(C1=CC=CC(NC([H])=O)=C1O)=O","1918-4","","",""
"BGC0001918","","",5,"smlC",4,"","1918-4;Methylmalonyl-CoA","O[C@H](C)[C@@H](C(O[C@H](C(O[C@H](C(C(C)(C)C(O)=O)=O)CC(C)C)=O)[C@@H](CC)C)=O)NC(C1=CC=CC(NC([H])=O)=C1O)=O","1918-5","","",""
"BGC0001918","","",6,"smlC","TE","","1918-5","O=C(O[C@@H]([C@H](CC)C)C(O[C@@H](CC(C)C)C1=O)=O)[C@@H](NC(C2=CC=CC(NC([H])=O)=C2O)=O)[C@@H](C)OC(C1(C)C)=O","1918","","",""
"BGC0001942","Malonomycin","NRPS (Type I);PKS (Unknown)",1,"mloI",1,"","L-Serine","OC([C@H](CO)N)=O","1942-1","","10.1038/s41929-018-0178-2",""
"BGC0001942","","",2,"mloI",2,"","1942-1;L-Asparagine","O=C(N[C@H](C(O)=O)CC(O)=O)[C@H](CO)N","1942-2","","",""
"BGC0001942","","",3,"mloJ",3,"{'Missing':['AT']","1942-2;Malonyl-CoA","O=C(N[C@H](C(O)=O)CC(CC(O)=O)=O)[C@H](CO)N","1942-3","","",""
"BGC0001942","","",4,"mloJ",4,"","1942-3;L-Diaminopropionate","O=C(CC(C[C@H](NC([C@@H](N)CO)=O)C(O)=O)=O)N[C@@H](CN)C(O)=O","1942-4","","",""
"BGC0001942","","",5,"mloC","TE","","1942-4","O=C(C[C@H](NC([C@@H](N)CO)=O)C(O)=O)C1=C(O)[C@H](CN)NC1=O","1942-5","","",""
"BGC0001942","","",6,"mloH","","","1942-5","O=C(CC(NC([C@@H](N)CO)=O)(C(O)=O)C(O)=O)C1=C(O)[C@H](CN)NC1=O","1942","","",""
"BGC0001944","Funisamine","PKS (Unknown)",1,"Start","","","Arginine","N[C@@H](CCCNC(N)=N)C(O)=O","1944-1","","10.1128/AEM.01125-18",""
"BGC0001944","","",2,"AXI91557.1","","","1944-1","NC(CCCNC(N)=N)N","1944-2","","",""
"BGC0001944","","",3,"?","","","1944-2","O=C(CCCNC(N)=N)[H]","1944-3","","",""
"BGC0001944","","",4,"AXI91564.1","","","1944-3","O=C(CCCNC(N)=N)[R]","1944-4","","","R=SCoA"
"BGC0001944","","",5,"AXI91565.1","","","1944-4","O=C(CCCN)[R]","1944-5","","","R=SCoA"
"BGC0001944","","",6,"AXI91552.1, AXI91566.1",0,"","1944-5","NCCCC(O)=O","1944-6","","",""
"BGC0001944","","",7,"AXI91552.1",1,"","1944-6;Malonyl-CoA","NCCC[C@H](O)CC(O)=O","1944-7","","",""
"BGC0001944","","",8,"AXI91552.1",2,"","1944-7;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)CC(O)=O","1944-8","","",""
"BGC0001944","","",9,"AXI91552.1",3,"","1944-8;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)CC(O)=O","1944-9","","",""
"BGC0001944","","",10,"AXI91552.1",4,"","1944-9;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)CC(O)=O","1944-10","","",""
"BGC0001944","","",11,"AXI91552.1",5,"","1944-10;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)CC(O)=O","1944-11","","",""
"BGC0001944","","",12,"AXI91552.1",6,"","1944-11;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)CC(O)=O","1944-12","","",""
"BGC0001944","","",13,"AXI91552.1",7,"","1944-12;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](CC(O)=O)O","1944-13","","",""
"BGC0001944","","",14,"AXI91552.1",8,"","1944-13;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](CC(O)=O)O)O","1944-14","","",""
"BGC0001944","","",15,"AXI91552.1",9,"","1944-14;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/C(O)=O)O)O","1944-15","","",""
"BGC0001944","","",16,"AXI91551.1",10,"{'Inactive': ['DH']}","1944-15;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](CC(O)=O)O)O)O","1944-16","","",""
"BGC0001944","","",17,"AXI91550.1",11,"","1944-16;Methylmalonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C(O)=O)C)O)O)O)O","1944-17","","",""
"BGC0001944","","",18,"AXI91550.1",12,"{'Inactive': ['KR']}","1944-17;Methylmalonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H](C(O)=O)C)=O)C)O)O)O)O","1944-18","","",""
"BGC0001944","","",19,"AXI91549.1",13,"","1944-18;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](CC(O)=O)O)C)=O)C)O)O)O)O","1944-19","","",""
"BGC0001944","","",20,"AXI91549.1",14,"","1944-19;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-20","","",""
"BGC0001944","","",21,"AXI91549.1",15,"","1944-20;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-21","","",""
"BGC0001944","","",22,"AXI91548.1",16,"","1944-21;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-22","","",""
"BGC0001944","","",23,"AXI91548.1",17,"","1944-22;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-23","","",""
"BGC0001944","","",24,"AXI91548.1",18,"","1944-23;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-24","","",""
"BGC0001944","","",25,"AXI91548.1",19,"","1944-24;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-25","","",""
"BGC0001944","","",26,"AXI91547.1",20,"","1944-25;Methylmalonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/C(O)=O)O)C)=O)C)O)O)O)O","1944-26","","",""
"BGC0001944","","",27,"Start","","","3-hydroxypentyl-CoA","O=C(CC(CC)O)[R]","1944-27","","","R=SCoA"
"BGC0001944","","",28,"AXI91538.1","","","1944-27","O=C(/C=C/CC)[R]","1944-28","","","R=SCoA"
"BGC0001944","","",29,"AXI91540.1","","","1944-28","O=C(C(C(O)=O)CCC)[R]","1944-29","","","R=SCoA"
"BGC0001944","","",30,"AXI91547.1",21,"","1944-26;1944-29","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/[C@H](O)[C@H](CCC)C(O)=O)O)C)=O)C)O)O)O)O","1944-30","","",""
"BGC0001944","","",31,"AXI91546.1",22,"","1944-30;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/[C@H](O)[C@H](CCC)CCC(O)=O)O)C)=O)C)O)O)O)O","1944-31","","",""
"BGC0001944","","",32,"AXI91546.1",23,"","1944-31;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/[C@H](O)[C@H](CCC)CC/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-32","","",""
"BGC0001944","","",33,"AXI91546.1",24,"","1944-32;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/[C@H](O)[C@H](CCC)CC/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-33","","",""
"BGC0001944","","",34,"AXI91546.1",25,"","1944-33;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/[C@H](O)[C@H](CCC)CC/C=C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-34","","",""
"BGC0001944","","",35,"AXI91545.1",26,"","1944-34;Malonyl-CoA","NCCC[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](C[C@@H](C/C=C/[C@@H](C[C@@H]([C@@H](C([C@@H]([C@@H](C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(C)/[C@H](O)[C@H](CCC)CC/C=C/C=C/C=C/C=C/C(O)=O)O)C)=O)C)O)O)O)O","1944-35","","",""
